id,x,y,deg
138_100,s8.606041,s7.395646,s43.385146
138_101,s5.521869,s6.111009,s132.838008
138_102,s6.099938,s9.45275,s37.337499
138_103,s7.867378,s7.741871,s151.216184
138_104,s5.639159,s8.61833,s160.660909
138_105,s8.373362,s6.29387,s117.10355
138_106,s5.769574,s4.909848,s-62.742539
138_107,s8.071402,s8.318902,s71.707248
138_108,s6.972352,s4.225032,s-49.250144
138_109,s9.744416,s7.712228,s-52.8728
138_110,s10.327813,s6.87364,s-82.872404
138_111,s10.352121,s6.115522,s204.323276
138_112,s11.976838,s5.829389,s-58.534199
138_113,s11.334586,s7.199521,s446.113565
138_114,s11.781121,s9.30748,s22.942019
138_115,s9.788359,s7.17073,s138.691517
138_116,s12.43658,s6.474106,s44.443271
138_117,s12.367605,s9.780752,s427.029731
138_118,s11.425377,s8.977076,s81.7981
138_119,s9.986113,s9.194348,s-31.133307
138_120,s5.064078,s8.41915,s198.27439
138_121,s5.51218,s9.698111,s82.158251
138_122,s6.379888,s6.222659,s347.267674
138_123,s6.473074,s9.11028,s-78.487738
138_124,s4.596333,s9.368464,s273.8968
138_125,s7.099791,s6.054657,s36.667619
138_126,s5.509259,s9.182159,s238.541051
138_127,s7.544448,s6.64513,s175.22123
138_128,s8.480624,s9.759149,s-65.324808
138_129,s7.942646,s9.786644,s-233.780171
138_130,s10.120631,s6.617847,s96.722494
138_131,s8.426474,s8.341591,s-124.332618
138_132,s8.948112,s9.381782,s316.382838
138_133,s7.619625,s8.838575,s-393.057839
138_134,s9.782586,s9.847215,s494.217317
138_135,s9.103886,s8.742089,s81.47608
138_136,s10.879576,s8.589666,s69.406657
138_137,s10.515731,s9.373481,s-98.893494
139_0,s4.654535,s3.006724,s18.239955
139_1,s4.740953,s2.578004,s145.609749
139_2,s5.361523,s2.130168,s33.728661
139_3,s5.618994,s2.561167,s320.402372
139_4,s6.110198,s3.471931,s-252.11494
139_5,s6.584468,s3.137272,s127.181071
139_6,s6.315448,s2.254923,s109.170312
139_7,s6.953714,s2.627734,s85.491181
139_8,s7.375399,s4.616218,s94.326408
139_9,s7.526569,s2.315166,s106.520912
139_10,s7.489518,s2.730199,s32.432202
139_11,s7.936067,s3.184269,s-4.435638
139_12,s8.558601,s2.164349,s34.434626
139_13,s9.207165,s2.266807,s246.510758
139_14,s10.150893,s2.855317,s-2.017633
139_15,s10.276778,s2.187764,s330.819342
139_16,s8.604174,s5.693794,s-148.860967
139_17,s10.838395,s2.266513,s298.66093
139_18,s10.651323,s3.037518,s-66.010951
139_19,s11.633633,s2.950399,s461.285793
139_20,s12.108466,s2.844772,s20.355294
139_21,s11.111084,s4.313911,s255.509875
139_22,s12.197405,s2.172044,s-20.966414
139_23,s12.168846,s3.804778,s193.662063
139_24,s4.613353,s4.826301,s237.783917
139_25,s4.506424,s4.179615,s-105.127451
139_26,s5.133894,s2.981545,s280.680005
139_27,s5.642605,s3.745063,s38.042665
139_28,s5.901488,s4.33422,s207.612969
139_29,s6.413715,s4.166892,s-77.030287
139_30,s6.710694,s3.603114,s323.47447
139_31,s6.565601,s5.676213,s-112.290723
139_32,s7.269236,s3.596008,s302.529785
139_33,s8.152883,s5.760164,s25.093642
139_34,s8.326464,s4.33107,s175.548347
139_35,s9.004796,s4.419481,s-205.588234
139_36,s8.976934,s3.57958,s233.718106
139_37,s9.221573,s2.941435,s130.933514
139_38,s9.811062,s4.349349,s129.0091
139_39,s10.782959,s5.227374,s94.959944
139_40,s9.721453,s2.724259,s197.442807
139_41,s10.977383,s3.757306,s122.096163
139_42,s11.767075,s2.343684,s120.820235
139_43,s11.137154,s4.750234,s311.477156
139_44,s11.133879,s6.049782,s58.762465
139_45,s11.168362,s5.553455,s-107.333407
139_46,s11.722065,s4.866486,s267.991394
139_47,s11.990309,s4.490805,s-138.221933
139_48,s4.63102,s6.797129,s19.108131
139_49,s4.622417,s5.746996,s160.948194
139_50,s4.983215,s5.384402,s-167.066364
139_51,s5.138827,s3.434412,s57.251762
139_52,s5.608672,s6.369704,s9.042253
139_53,s5.388374,s6.057714,s192.21369
139_54,s6.794289,s5.011596,s-75.275895
139_55,s5.642535,s4.447092,s30.925025
139_56,s7.417626,s5.955058,s-24.31535
139_57,s7.208598,s7.557688,s182.074534
139_58,s8.475689,s2.887594,s-2.412378
139_59,s9.371193,s6.052783,s95.285464
139_60,s7.741888,s9.881668,s128.483129
139_61,s8.762256,s4.716029,s37.862504
139_62,s10.045901,s6.263028,s138.314507
139_63,s9.689396,s3.781087,s-178.285436
139_64,s9.839332,s5.524145,s-93.442345
139_65,s10.976367,s7.034879,s457.937255
139_66,s10.603905,s4.198153,s-24.289811
139_67,s11.400858,s3.627453,s303.205101
139_68,s10.61554,s7.600496,s-227.820264
139_69,s12.311209,s6.157884,s113.828745
139_70,s12.268,s5.312996,s51.134724
139_71,s11.294393,s6.648603,s245.061994
139_72,s5.939944,s7.743837,s405.06279
139_73,s4.658366,s8.729585,s164.747213
139_74,s5.000028,s6.463088,s480.713373
139_75,s5.080159,s6.874295,s-34.081567
139_76,s6.325828,s5.205847,s190.806015
139_77,s6.702668,s7.060678,s-142.900676
139_78,s5.715462,s5.143939,s223.766189
139_79,s6.710431,s6.105801,s-69.210004
139_80,s7.688132,s4.49977,s293.186151
139_81,s7.896609,s7.484524,s137.492397
139_82,s7.943521,s2.124137,s-0.719825
139_83,s9.422047,s7.011527,s425.419994
139_84,s8.244626,s6.797862,s440.574215
139_85,s9.987448,s6.808021,s115.138129
139_86,s8.486301,s6.313159,s-84.125546
139_87,s11.850818,s8.471837,s37.733614
139_88,s10.232054,s8.668684,s392.233958
139_89,s8.988181,s7.614704,s-66.825288
139_90,s11.604755,s7.265535,s-78.5405
139_91,s10.966561,s8.621066,s-125.889148
139_92,s10.981874,s7.927588,s194.645861
139_93,s12.019471,s6.696549,s-31.047032
139_94,s11.537906,s8.020648,s235.529295
139_95,s12.149781,s8.107551,s-12.090041
139_96,s5.82516,s8.502943,s-114.567154
139_97,s5.864831,s7.29711,s185.486761
139_98,s5.23976,s8.347628,s6.16266
139_99,s5.265218,s7.835327,s516.613137
139_100,s6.334591,s7.6764,s-116.514854
139_101,s6.797637,s7.889886,s315.432465
139_102,s7.480319,s7.895344,s-402.405416
139_103,s7.897898,s5.342594,s62.989227
139_104,s6.343299,s6.518535,s132.892152
139_105,s6.805876,s9.821773,s492.079768
139_106,s5.748716,s9.44089,s155.458096
139_107,s7.472925,s8.621253,s267.984044
139_108,s7.51152,s9.115272,s-294.525637
139_109,s9.466586,s5.166127,s395.385922
139_110,s9.699876,s8.811761,s103.664081
139_111,s10.302207,s4.62959,s443.509471
139_112,s8.528843,s8.609505,s144.42548
139_113,s10.666933,s5.856193,s88.640445
139_114,s10.526509,s7.978262,s362.213791
139_115,s10.289801,s3.72131,s16.313918
139_116,s9.272421,s9.826711,s-65.752355
139_117,s10.911307,s9.710261,s-69.792507
139_118,s12.316453,s9.777902,s-269.261705
139_119,s11.690001,s9.340702,s631.112058
139_120,s4.600393,s7.617931,s331.169162
139_121,s4.591985,s9.344819,s-143.855457
139_122,s5.132493,s9.73213,s200.267774
139_123,s6.162403,s9.706027,s-302.64525
139_124,s4.504912,s9.81989,s295.3063
139_125,s6.592827,s8.497128,s-425.608408
139_126,s5.923866,s5.662929,s-48.424293
139_127,s6.0625,s8.912615,s-81.417906
139_128,s8.733384,s6.825909,s389.666172
139_129,s8.010845,s9.338035,s-129.306399
139_130,s9.350914,s8.218331,s416.527874
139_131,s9.855536,s7.59929,s-12.473089
139_132,s8.710396,s7.973716,s130.271401
139_133,s8.914693,s9.593483,s-192.008114
139_134,s9.67356,s9.442459,s111.246946
139_135,s8.536824,s9.816089,s-294.923153
139_136,s11.091529,s9.041173,s691.061196
139_137,s10.431448,s9.333532,s203.000865
139_138,s10.557291,s9.85809,s122.836671
140_0,s4.842088,s2.088872,s25.063869
140_1,s5.30354,s2.012609,s-10.887078
140_2,s5.925512,s1.997364,s32.001593
140_3,s6.043768,s2.592186,s-24.031411
140_4,s6.405645,s2.18054,s-121.165486
140_5,s6.751213,s4.099674,s-7.377245
140_6,s7.168794,s3.327141,s-315.291995
140_7,s7.387837,s3.880051,s26.599793
140_8,s8.10837,s2.481111,s-234.081761
140_9,s7.165418,s2.137006,s-4.95927
140_10,s8.954643,s2.155383,s67.157955
140_11,s8.768661,s3.01599,s-249.141333
140_12,s9.754047,s2.235203,s-20.996137
140_13,s10.357082,s1.978637,s381.872988
140_14,s9.77517,s3.735153,s-239.983744
140_15,s11.288557,s2.115341,s102.883311
140_16,s11.732807,s2.104033,s-108.203115
140_17,s11.410596,s2.457583,s335.842874
140_18,s10.746065,s3.733797,s199.211971
140_19,s11.959062,s2.800321,s243.027961
140_20,s11.210025,s4.095244,s217.264197
140_21,s12.653606,s2.107118,s72.313536
140_22,s12.320849,s3.402674,s93.300563
140_23,s12.553473,s3.122109,s202.31954
140_24,s4.852375,s3.131004,s188.063119
140_25,s5.378215,s2.984486,s-58.21182
140_26,s6.333584,s3.696026,s225.177331
140_27,s5.92949,s3.668836,s50.161711
140_28,s6.155631,s4.261254,s454.796131
140_29,s6.744477,s2.559473,s20.455962
140_30,s7.018752,s5.880241,s206.685849
140_31,s7.352802,s4.779962,s29.38697
140_32,s6.406174,s5.899948,s-195.68945
140_33,s7.493579,s3.077375,s-166.899062
140_34,s9.460989,s4.293317,s141.281693
140_35,s9.955589,s5.404844,s54.403421
140_36,s9.05378,s5.31545,s202.161569
140_37,s9.740557,s3.093942,s-276.563603
140_38,s10.534237,s2.497092,s291.745761
140_39,s10.545964,s3.000749,s45.241044
140_40,s9.846973,s4.377278,s291.113867
140_41,s11.916659,s5.524068,s30.250576
140_42,s11.334269,s3.053109,s15.897862
140_43,s12.086475,s6.784564,s-191.106295
140_44,s11.90984,s3.859359,s375.896653
140_45,s10.800144,s4.527799,s-94.160305
140_46,s12.631437,s3.761902,s48.029219
140_47,s12.270639,s4.495768,s36.708688
140_48,s5.368333,s3.703502,s116.317243
140_49,s4.990108,s4.386188,s298.856364
140_50,s5.221083,s5.232993,s119.493608
140_51,s6.48845,s5.151141,s186.361487
140_52,s6.013144,s5.039512,s-204.811641
140_53,s5.853927,s6.776469,s287.664633
140_54,s5.590743,s6.386965,s215.550263
140_55,s5.663321,s5.631385,s170.145426
140_56,s6.346661,s6.227533,s-19.560149
140_57,s8.814796,s4.804294,s466.201489
140_58,s7.687948,s4.548929,s199.566849
140_59,s9.265376,s2.808802,s182.055535
140_60,s8.43524,s4.333336,s144.129046
140_61,s7.808629,s4.938019,s-41.853226
140_62,s10.295164,s5.004233,s108.872208
140_63,s10.666338,s5.537394,s538.694144
140_64,s11.364518,s5.586816,s131.798615
140_65,s10.348119,s7.145762,s-146.16502
140_66,s10.159217,s5.994304,s-64.752807
140_67,s11.24227,s6.195871,s113.295529
140_68,s12.555207,s5.570506,s27.663522
140_69,s11.627278,s4.882616,s85.356466
140_70,s11.757434,s7.099155,s16.293295
140_71,s12.451986,s5.196615,s207.253978
140_72,s4.790067,s5.611042,s291.583823
140_73,s4.858822,s6.097062,s20.536007
140_74,s4.818833,s3.800307,s18.803703
140_75,s5.084801,s6.592828,s-58.796792
140_76,s5.238735,s7.219256,s476.477597
140_77,s7.041094,s8.462678,s20.4678
140_78,s7.111662,s7.422392,s651.185673
140_79,s8.217201,s5.777669,s-30.266031
140_80,s8.675739,s3.654542,s334.08075
140_81,s8.005524,s8.557117,s-19.045015
140_82,s8.775989,s6.773721,s7.636733
140_83,s9.359555,s7.312074,s177.904781
140_84,s9.403367,s8.363312,s535.58961
140_85,s8.243504,s6.947589,s44.34772
140_86,s11.015553,s8.488122,s-265.749583
140_87,s10.255197,s3.862948,s-24.201141
140_88,s9.594997,s6.068315,s366.735026
140_89,s10.129932,s7.707956,s146.586788
140_90,s10.118771,s6.489946,s42.551986
140_91,s11.123602,s7.545889,s-391.438103
140_92,s10.721914,s9.066603,s2.201174
140_93,s12.618491,s7.190938,s64.546933
140_94,s9.341136,s8.791102,s70.243792
140_95,s12.53041,s6.287867,s-8.765744
140_96,s4.84647,s7.561124,s12.766782
140_97,s6.0883,s7.954211,s305.713073
140_98,s5.613094,s8.672422,s500.814931
140_99,s6.001498,s7.525393,s126.875398
140_100,s5.985175,s8.642628,s-94.166607
140_101,s6.750821,s7.461638,s481.442135
140_102,s7.526283,s8.842709,s0.931651
140_103,s6.813029,s8.013794,s255.536645
140_104,s6.376056,s9.827044,s66.271668
140_105,s6.92215,s6.75551,s234.890927
140_106,s8.367407,s7.58619,s-59.188014
140_107,s7.708334,s5.512601,s384.800764
140_108,s8.189232,s3.20247,s64.744002
140_109,s8.844955,s6.077925,s226.780657
140_110,s9.212419,s9.865937,s-197.792832
140_111,s10.012061,s8.337291,s504.812566
140_112,s10.391535,s9.761853,s65.894041
140_113,s11.806359,s9.812093,s67.572382
140_114,s11.131825,s6.690524,s23.135117
140_115,s12.518685,s7.680562,s-5.89625
140_116,s10.176419,s8.702258,s20.558245
140_117,s11.235595,s9.00494,s-164.214715
140_118,s11.279987,s9.402893,s-338.842402
140_119,s10.755599,s7.993256,s155.491964
140_120,s5.278792,s9.00922,s429.024365
140_121,s4.82288,s8.549022,s23.872387
140_122,s4.742989,s9.53596,s315.510653
140_123,s7.960302,s7.991286,s38.772332
140_124,s5.6202,s9.649186,s-181.542647
140_125,s5.347327,s7.66131,s330.368705
140_126,s6.429104,s9.210833,s466.615429
140_127,s7.866373,s6.345264,s299.233449
140_128,s9.482523,s9.490376,s568.385433
140_129,s11.863979,s8.850459,s-18.533818
140_130,s6.840858,s9.576931,s560.936109
140_131,s7.525245,s7.091229,s-174.954395
140_132,s8.657357,s5.480722,s149.920247
140_133,s8.792287,s8.401991,s21.435335
140_134,s7.513625,s9.792416,s426.841421
140_135,s8.690979,s9.486185,s97.70252
140_136,s12.491126,s8.950033,s167.936326
140_137,s12.393775,s9.900069,s169.576502
140_138,s8.100717,s9.932025,s147.310013
140_139,s12.000598,s7.992414,s27.38541
141_0,s4.786918,s2.227828,s-14.016215
141_1,s5.273653,s3.200145,s166.712476
141_2,s5.289655,s2.206264,s-30.827104
141_3,s5.754446,s3.451572,s190.913383
141_4,s5.993016,s3.787204,s-14.412906
141_5,s5.853116,s2.420347,s238.625405
141_6,s6.314098,s2.640435,s-34.406582
141_7,s6.516382,s4.087118,s212.896622
141_8,s6.356208,s6.90656,s10.413027
141_9,s7.012808,s4.848399,s147.656292
141_10,s6.764687,s2.22692,s-11.407962
141_11,s7.430472,s2.206519,s33.063705
141_12,s8.371828,s2.337932,s99.328943
141_13,s9.173186,s3.821266,s150.217319
141_14,s8.944782,s2.282612,s41.13001
141_15,s9.546336,s3.127637,s268.249035
141_16,s10.484902,s2.709998,s-23.113253
141_17,s10.734556,s2.36642,s242.416787
141_18,s10.317923,s2.31639,s113.951124
141_19,s11.634952,s2.342086,s58.108913
141_20,s10.997837,s3.687935,s237.29026
141_21,s11.401692,s4.325208,s193.308705
141_22,s12.031585,s2.880446,s60.419198
141_23,s12.417446,s2.321008,s108.809458
141_24,s4.748479,s3.21322,s154.839077
141_25,s5.575564,s3.926827,s138.050239
141_26,s4.650079,s4.557605,s248.502922
141_27,s5.814396,s4.474032,s80.393491
141_28,s6.383848,s3.584484,s155.782767
141_29,s6.343986,s4.57944,s-2.342481
141_30,s7.254352,s3.169574,s203.259871
141_31,s7.391616,s6.708998,s252.302975
141_32,s7.773152,s3.592582,s281.055599
141_33,s8.417535,s6.946928,s-135.335797
141_34,s8.324203,s3.3781,s220.923038
141_35,s8.061985,s4.32089,s2.854938
141_36,s7.986291,s2.690979,s25.428151
141_37,s9.138167,s5.10498,s67.475523
141_38,s9.314821,s2.349669,s288.764363
141_39,s9.030566,s2.933916,s-29.900258
141_40,s10.41326,s3.440972,s89.134078
141_41,s9.035703,s4.16761,s-19.452425
141_42,s11.017414,s3.046796,s240.798358
141_43,s11.009922,s4.513983,s50.86377
141_44,s12.098702,s4.659587,s146.195567
141_45,s11.383658,s4.731532,s-38.113074
141_46,s11.953304,s3.577924,s240.558331
141_47,s12.441424,s4.110422,s104.866326
141_48,s4.625596,s5.377871,s-73.038057
141_49,s4.737152,s3.540929,s329.71189
141_50,s5.885148,s7.435359,s30.774716
141_51,s5.888666,s5.848937,s347.02944
141_52,s5.842715,s5.428403,s-169.029821
141_53,s7.254316,s4.412518,s216.101235
141_54,s7.354328,s3.509393,s33.445004
141_55,s7.817677,s5.151581,s352.590821
141_56,s7.884571,s7.436795,s191.353101
141_57,s7.579294,s4.718146,s38.796661
141_58,s7.005476,s8.626859,s-66.569726
141_59,s9.137415,s6.031424,s412.954249
141_60,s8.679701,s4.675456,s38.795691
141_61,s8.620226,s4.093576,s107.105478
141_62,s10.39143,s4.199673,s211.357485
141_63,s9.585811,s5.26723,s375.867818
141_64,s9.989444,s5.753008,s243.22237
141_65,s9.004869,s6.828452,s260.454116
141_66,s11.234692,s7.07419,s-218.416243
141_67,s10.077834,s5.039663,s475.397601
141_68,s9.822472,s4.337623,s-58.062841
141_69,s10.736121,s5.754705,s344.891982
141_70,s10.933491,s5.16069,s-75.672794
141_71,s12.27995,s5.206736,s203.275338
141_72,s4.729588,s6.78315,s205.972059
141_73,s4.740127,s5.839855,s22.766189
141_74,s4.994984,s5.014973,s258.112055
141_75,s6.317646,s8.050963,s-152.033767
141_76,s5.298168,s6.017596,s-52.128981
141_77,s5.234007,s7.762405,s-15.671315
141_78,s6.443011,s6.086091,s382.965017
141_79,s7.952854,s8.517708,s103.170179
141_80,s6.321041,s9.454001,s66.818208
141_81,s7.181911,s9.271479,s-88.674391
141_82,s8.626243,s5.822509,s493.627329
141_83,s9.779893,s9.876228,s296.553669
141_84,s8.205813,s6.283147,s170.383794
141_85,s9.644699,s6.446153,s-174.87155
141_86,s9.629004,s3.838348,s-90.671688
141_87,s9.669341,s7.08794,s281.077092
141_88,s10.212129,s6.399381,s318.945026
141_89,s9.250949,s7.440123,s97.307095
141_90,s11.792278,s6.598591,s105.676702
141_91,s11.958464,s7.075543,s61.614519
141_92,s11.374713,s6.140715,s159.020598
141_93,s12.040043,s7.863174,s-140.096639
141_94,s11.8433,s5.702897,s258.701607
141_95,s12.381952,s6.112948,s87.995907
141_96,s5.853943,s8.179464,s347.796199
141_97,s4.636287,s7.293419,s287.647137
141_98,s5.015033,s9.546949,s-101.045042
141_99,s5.245333,s7.135211,s176.819831
141_100,s5.07652,s8.407156,s57.081342
141_101,s6.695796,s5.764377,s173.930565
141_102,s6.975751,s7.057274,s-204.465522
141_103,s7.302799,s7.238608,s351.495136
141_104,s7.640674,s9.904023,s-70.315081
141_105,s7.063847,s10.005864,s581.663276
141_106,s8.305791,s8.901834,s259.219609
141_107,s12.317583,s9.373425,s458.255157
141_108,s7.666865,s7.916308,s-110.664655
141_109,s7.575094,s6.109747,s162.730368
141_110,s9.263027,s9.267834,s95.666926
141_111,s8.572821,s8.437663,s529.570909
141_112,s11.240418,s7.740306,s-56.034487
141_113,s11.435158,s9.788089,s416.064913
141_114,s10.410804,s9.060536,s-45.778342
141_115,s12.171692,s6.637758,s-34.768284
141_116,s10.647513,s7.863975,s38.59397
141_117,s10.700896,s8.394765,s-16.934462
141_118,s11.847619,s9.848106,s-72.654325
141_119,s11.65178,s8.367103,s-26.41514
141_120,s4.763412,s7.82675,s384.994279
141_121,s4.738479,s9.973166,s156.390988
141_122,s5.842657,s9.195366,s165.960935
141_123,s5.369513,s9.901904,s284.846671
141_124,s5.37405,s9.013044,s83.253608
141_125,s5.877364,s6.926912,s130.541231
141_126,s6.840352,s9.283778,s22.964336
141_127,s6.453872,s8.546351,s6.511872
141_128,s6.935825,s5.9895,s-14.584924
141_129,s8.302116,s9.598128,s151.174784
141_130,s9.386415,s8.555662,s203.905826
141_131,s7.098096,s7.855722,s-332.427387
141_132,s9.474375,s9.94569,s485.098769
141_133,s10.059003,s8.882652,s-189.159383
141_134,s9.957877,s9.407533,s133.758157
141_135,s11.388227,s8.777601,s393.801468
141_136,s8.929673,s8.104214,s-110.43679
141_137,s10.141687,s7.669883,s97.195458
141_138,s10.395408,s9.724434,s629.065485
141_139,s12.249442,s8.330513,s-28.395232
141_140,s10.52712,s7.379204,s278.440337
142_0,s4.577548,s2.333988,s12.750868
142_1,s5.095559,s2.132152,s108.581729
142_2,s5.228707,s2.524865,s13.331697
142_3,s5.97626,s2.147002,s112.596695
142_4,s4.544931,s3.796406,s22.743146
142_5,s7.055257,s2.251628,s118.65534
142_6,s7.292858,s3.587479,s-153.241466
142_7,s7.189424,s2.517815,s289.85513
142_8,s7.613262,s2.1678,s-103.49736
142_9,s8.229009,s2.537657,s25.183887
142_10,s8.582654,s2.954229,s-1.167497
142_11,s9.246639,s1.982583,s361.047564
142_12,s9.78201,s7.055328,s97.077764
142_13,s9.595883,s2.906536,s173.794495
142_14,s9.65378,s3.517194,s-3.052061
142_15,s9.827554,s2.113493,s251.64072
142_16,s10.110979,s3.37115,s-183.379241
142_17,s10.354151,s4.495499,s45.937845
142_18,s10.228804,s4.027668,s211.769057
142_19,s10.799996,s2.36743,s86.588917
142_20,s11.308005,s2.672571,s39.304303
142_21,s11.420138,s2.140205,s107.68371
142_22,s12.036207,s2.024628,s43.881013
142_23,s12.582097,s2.540251,s203.773932
142_24,s4.62747,s6.270724,s150.76054
142_25,s4.642028,s4.561847,s15.821204
142_26,s4.961027,s3.935814,s200.961816
142_27,s6.153982,s3.073219,s-54.706046
142_28,s6.65527,s2.66174,s467.671755
142_29,s6.626192,s4.726237,s-191.948741
142_30,s5.580592,s3.15755,s196.370217
142_31,s6.752566,s3.105396,s-107.012727
142_32,s7.861319,s4.193429,s282.247507
142_33,s7.068453,s4.372048,s-147.379334
142_34,s7.952579,s3.451898,s310.583083
142_35,s7.48927,s6.618975,s484.399954
142_36,s8.591098,s2.294695,s314.214971
142_37,s9.556563,s4.548613,s34.842993
142_38,s10.30187,s5.894863,s38.588891
142_39,s9.612344,s6.277051,s60.981811
142_40,s10.642083,s3.005192,s129.97594
142_41,s11.676689,s4.487745,s98.937771
142_42,s12.068609,s3.390564,s294.967552
142_43,s12.624393,s4.518022,s198.144846
142_44,s12.721677,s5.045552,s126.612228
142_45,s11.076165,s5.918696,s112.193434
142_46,s12.090608,s2.748871,s51.602975
142_47,s12.590805,s2.971525,s-22.094469
142_48,s4.873235,s5.675462,s-25.407413
142_49,s4.661637,s3.350943,s190.673373
142_50,s5.007658,s6.61334,s69.251279
142_51,s5.559194,s4.862689,s-114.959876
142_52,s5.607889,s3.695131,s329.685379
142_53,s5.576532,s5.724647,s243.671686
142_54,s6.240846,s3.761465,s-89.604818
142_55,s8.727964,s5.258447,s414.221482
142_56,s6.994099,s4.974273,s48.831455
142_57,s7.521545,s4.640639,s369.34215
142_58,s8.760531,s4.817043,s99.497643
142_59,s9.254542,s4.183977,s116.902408
142_60,s8.709205,s6.409919,s129.526306
142_61,s9.144279,s5.896468,s95.850822
142_62,s9.267231,s3.162143,s40.750236
142_63,s10.209761,s6.571164,s-1.290721
142_64,s12.176025,s5.999537,s53.771858
142_65,s10.903178,s3.824771,s19.329421
142_66,s8.52477,s7.723651,s-52.88989
142_67,s12.064725,s3.905413,s5.188446
142_68,s11.465659,s3.804611,s167.427493
142_69,s11.671301,s5.381385,s219.926817
142_70,s12.751983,s5.634112,s119.428424
142_71,s12.485489,s7.031113,s453.169683
142_72,s5.410441,s6.972408,s254.241632
142_73,s6.634315,s7.652393,s-316.369126
142_74,s5.074666,s4.669007,s205.543618
142_75,s7.101619,s5.687226,s93.673852
142_76,s5.190393,s8.178604,s5.775997
142_77,s5.299655,s5.199296,s81.784911
142_78,s6.239219,s5.067957,s65.007538
142_79,s7.80801,s8.809051,s-1.505622
142_80,s6.800615,s7.107211,s330.885055
142_81,s6.70069,s6.262161,s137.982147
142_82,s5.940529,s7.567742,s38.214741
142_83,s7.808756,s5.629925,s-24.118609
142_84,s8.047924,s7.523009,s1.070587
142_85,s9.419757,s5.35437,s-19.15911
142_86,s10.765568,s6.348495,s343.535709
142_87,s7.413025,s7.624169,s-39.212365
142_88,s10.140582,s5.274085,s652.291894
142_89,s11.054671,s7.507896,s147.347758
142_90,s11.679866,s7.214267,s350.405064
142_91,s10.411993,s7.418152,s8.254677
142_92,s12.121325,s9.011581,s29.841677
142_93,s12.631933,s6.348568,s61.010746
142_94,s12.570828,s8.569644,s79.927118
142_95,s12.612499,s7.395565,s-12.555611
142_96,s6.296827,s9.104114,s-63.898987
142_97,s4.43999,s7.360473,s240.372381
142_98,s4.570116,s8.350362,s161.111525
142_99,s7.248553,s10.191103,s-74.391328
142_100,s7.361176,s9.403109,s-311.443165
142_101,s5.556384,s6.501443,s-207.616649
142_102,s5.261929,s7.423332,s32.471541
142_103,s7.873391,s6.971255,s77.713777
142_104,s5.181413,s9.75448,s-191.018576
142_105,s5.995474,s6.231945,s315.578018
142_106,s9.328202,s8.409115,s7.320236
142_107,s7.977336,s5.076995,s413.228256
142_108,s9.748076,s9.168944,s191.449969
142_109,s9.283069,s7.356713,s358.431343
142_110,s10.504444,s9.590085,s-215.423558
142_111,s10.727917,s7.988368,s329.700675
142_112,s10.850536,s5.235002,s190.995608
142_113,s12.035981,s8.309881,s190.368028
142_114,s11.372419,s7.795237,s12.745472
142_115,s11.502603,s8.939381,s188.071672
142_116,s10.239171,s8.68339,s-445.3039
142_117,s11.407391,s7.034113,s159.021544
142_118,s11.469274,s10.245778,s231.333354
142_119,s9.615516,s9.758987,s128.314285
142_120,s5.59523,s8.729336,s-12.558362
142_121,s4.655054,s8.830782,s7.464645
142_122,s5.821677,s8.280775,s-60.580288
142_123,s5.319405,s10.17935,s-85.122285
142_124,s4.621515,s10.177105,s-209.886861
142_125,s6.806011,s10.2014,s428.321002
142_126,s6.817088,s8.804219,s180.127392
142_127,s6.106548,s10.001375,s-136.353739
142_128,s8.35075,s9.669926,s14.954108
142_129,s6.418295,s7.082592,s77.485285
142_130,s7.548313,s8.361778,s386.136872
142_131,s9.146216,s10.294921,s150.724553
142_132,s12.594359,s9.878666,s782.433416
142_133,s8.415702,s7.033753,s146.144402
142_134,s9.812379,s7.68854,s320.494029
142_135,s8.240173,s9.10659,s-421.606071
142_136,s9.883735,s10.204496,s198.694449
142_137,s8.356593,s8.384832,s-54.841011
142_138,s11.106101,s9.28096,s471.612099
142_139,s11.314891,s9.748665,s-152.191969
142_140,s10.411914,s10.105588,s245.952919
142_141,s12.61052,s9.377653,s-161.867071
143_0,s4.395269,s2.097924,s-8.044729
143_1,s4.887568,s2.86553,s382.827599
143_2,s4.343127,s3.546387,s18.099032
143_3,s5.037551,s2.096587,s37.39341
143_4,s5.243585,s2.547999,s-7.920084
143_5,s5.529869,s2.274857,s244.546822
143_6,s6.094971,s2.649651,s48.229242
143_7,s6.563707,s2.721683,s187.417271
143_8,s7.890009,s4.054724,s61.507227
143_9,s7.4384,s3.789921,s166.338225
143_10,s7.012676,s2.21231,s-56.846845
143_11,s7.763725,s2.310012,s241.894867
143_12,s7.646372,s3.070034,s-54.120636
143_13,s8.586661,s3.168273,s141.906042
143_14,s9.671984,s2.266594,s72.295875
143_15,s9.815657,s2.705622,s29.31933
143_16,s8.616647,s2.425197,s-119.020648
143_17,s9.991577,s2.371682,s262.717492
143_18,s11.505403,s3.175369,s182.102
143_19,s11.273382,s2.38146,s117.323984
143_20,s11.727792,s2.115466,s-9.879965
143_21,s12.270173,s3.20825,s167.497982
143_22,s12.208098,s2.112304,s-31.447421
143_23,s12.212511,s3.955262,s210.199831
143_24,s4.340283,s3.114752,s158.659903
143_25,s4.861607,s4.841627,s-49.755314
143_26,s4.950287,s3.610528,s254.063676
